id,choice,answer,open_question,status,user_id,question_id,quiz_id,created_at,updated_at
1,1,NULL,NULL,1,6,17,2,2022-08-25 17:18:19,2022-08-25 17:18:19
2,0,NULL,NULL,1,6,18,2,2022-08-25 17:18:19,2022-08-25 17:18:19
3,1,NULL,NULL,1,6,19,2,2022-08-25 17:18:19,2022-08-25 17:18:19
4,1,NULL,NULL,1,6,20,2,2022-08-25 17:18:19,2022-08-25 17:18:19
5,1,NULL,NULL,1,6,21,2,2022-08-25 17:18:19,2022-08-25 17:18:19
7,1,NULL,aku berak di celana,1,6,3,2,2022-08-25 17:18:19,2022-08-25 17:18:19
8,NULL,ya ndatau,NULL,1,6,4,2,2022-08-25 17:18:19,2022-08-25 17:18:19
9,1,NULL,NULL,1,8,17,2,2022-08-25 19:24:47,2022-08-25 19:24:47
10,0,NULL,NULL,1,8,18,2,2022-08-25 19:24:47,2022-08-25 19:24:47
11,0,NULL,NULL,1,8,19,2,2022-08-25 19:24:47,2022-08-25 19:24:47
12,1,NULL,NULL,1,8,20,2,2022-08-25 19:24:47,2022-08-25 19:24:47
13,0,NULL,NULL,1,8,21,2,2022-08-25 19:24:47,2022-08-25 19:24:47
15,1,NULL,Memberi kepada sesama,1,8,3,2,2022-08-25 19:24:47,2022-08-25 19:24:47
16,NULL,Karena saya rajin berdoa memohon kebaikan Tuhan,NULL,1,8,4,2,2022-08-25 19:24:47,2022-08-25 19:24:47
17,1,NULL,NULL,1,9,17,2,2022-08-27 6:21:54,2022-08-27 6:21:54
18,1,NULL,NULL,1,9,18,2,2022-08-27 6:21:54,2022-08-27 6:21:54
19,0,NULL,NULL,1,9,19,2,2022-08-27 6:21:54,2022-08-27 6:21:54
20,0,NULL,NULL,1,9,20,2,2022-08-27 6:21:54,2022-08-27 6:21:54
21,1,NULL,NULL,1,9,21,2,2022-08-27 6:21:54,2022-08-27 6:21:54
23,NULL,NULL,NULL,1,9,3,2,2022-08-27 6:21:54,2022-08-27 6:21:54
24,NULL,Gagal karena tidak konsentrasi membangun karakter,NULL,1,9,4,2,2022-08-27 6:21:54,2022-08-27 6:21:54
25,1,NULL,NULL,1,11,17,2,2022-09-05 12:44:48,2022-09-05 12:44:48
26,1,NULL,NULL,1,11,18,2,2022-09-05 12:44:48,2022-09-05 12:44:48
27,0,NULL,NULL,1,11,19,2,2022-09-05 12:44:48,2022-09-05 12:44:48
28,0,NULL,NULL,1,11,20,2,2022-09-05 12:44:48,2022-09-05 12:44:48
29,1,NULL,NULL,1,11,21,2,2022-09-05 12:44:48,2022-09-05 12:44:48
31,NULL,NULL,NULL,1,11,3,2,2022-09-05 12:44:48,2022-09-05 12:44:48
32,NULL,NULL,NULL,1,11,4,2,2022-09-05 12:44:48,2022-09-05 12:44:48
33,1,NULL,NULL,1,13,17,2,2022-09-18 13:39:31,2022-09-18 13:39:31
34,1,NULL,NULL,1,13,18,2,2022-09-18 13:39:31,2022-09-18 13:39:31
35,0,NULL,NULL,1,13,19,2,2022-09-18 13:39:31,2022-09-18 13:39:31
36,1,NULL,NULL,1,13,20,2,2022-09-18 13:39:31,2022-09-18 13:39:31
37,1,NULL,NULL,1,13,21,2,2022-09-18 13:39:31,2022-09-18 13:39:31
39,1,NULL,tes,1,13,3,2,2022-09-18 13:39:31,2022-09-18 13:39:31
40,NULL,tes,NULL,1,13,4,2,2022-09-18 13:39:31,2022-09-18 13:39:31
41,1,NULL,NULL,1,14,17,2,2022-09-18 13:50:03,2022-09-18 13:50:03
42,1,NULL,NULL,1,14,18,2,2022-09-18 13:50:03,2022-09-18 13:50:03
43,1,NULL,NULL,1,14,19,2,2022-09-18 13:50:03,2022-09-18 13:50:03
44,0,NULL,NULL,1,14,20,2,2022-09-18 13:50:03,2022-09-18 13:50:03
45,1,NULL,NULL,1,14,21,2,2022-09-18 13:50:03,2022-09-18 13:50:03
47,1,NULL,ged,1,14,3,2,2022-09-18 13:50:03,2022-09-18 13:50:03
48,NULL,tes,NULL,1,14,4,2,2022-09-18 13:50:03,2022-09-18 13:50:03
49,1,NULL,NULL,1,11,5,3,2022-09-18 13:52:19,2022-09-18 13:52:19
50,NULL,NULL,NULL,1,11,6,3,2022-09-18 13:52:19,2022-09-18 13:52:19
51,1,NULL,tes,1,6,5,3,2022-09-18 14:14:03,2022-09-18 14:14:03
52,NULL,les,NULL,1,6,6,3,2022-09-18 14:14:03,2022-09-18 14:14:03
53,0,NULL,NULL,1,15,17,2,2022-09-18 14:31:47,2022-09-18 14:31:47
54,1,NULL,NULL,1,15,18,2,2022-09-18 14:31:47,2022-09-18 14:31:47
55,1,NULL,NULL,1,15,19,2,2022-09-18 14:31:47,2022-09-18 14:31:47
56,1,NULL,NULL,1,15,20,2,2022-09-18 14:31:47,2022-09-18 14:31:47
57,1,NULL,NULL,1,15,21,2,2022-09-18 14:31:47,2022-09-18 14:31:47
59,1,NULL,NULL,1,15,3,2,2022-09-18 14:31:47,2022-09-18 14:31:47
60,NULL,NULL,NULL,1,15,4,2,2022-09-18 14:31:47,2022-09-18 14:31:47
61,1,NULL,NULL,1,16,17,2,2022-09-18 14:41:24,2022-09-18 14:41:24
62,0,NULL,NULL,1,16,18,2,2022-09-18 14:41:24,2022-09-18 14:41:24
63,1,NULL,NULL,1,16,19,2,2022-09-18 14:41:24,2022-09-18 14:41:24
64,1,NULL,NULL,1,16,20,2,2022-09-18 14:41:24,2022-09-18 14:41:24
65,1,NULL,NULL,1,16,21,2,2022-09-18 14:41:24,2022-09-18 14:41:24
67,1,NULL,NULL,1,16,3,2,2022-09-18 14:41:24,2022-09-18 14:41:24
68,NULL,NULL,NULL,1,16,4,2,2022-09-18 14:41:24,2022-09-18 14:41:24
69,1,NULL,NULL,1,17,17,2,2022-09-18 14:58:30,2022-09-18 14:58:30
70,1,NULL,NULL,1,17,18,2,2022-09-18 14:58:30,2022-09-18 14:58:30
71,1,NULL,NULL,1,17,19,2,2022-09-18 14:58:30,2022-09-18 14:58:30
72,1,NULL,NULL,1,17,20,2,2022-09-18 14:58:30,2022-09-18 14:58:30
73,1,NULL,NULL,1,17,21,2,2022-09-18 14:58:30,2022-09-18 14:58:30
75,0,NULL,NULL,1,17,3,2,2022-09-18 14:58:30,2022-09-18 14:58:30
76,NULL,fredo,NULL,1,17,4,2,2022-09-18 14:58:30,2022-09-18 14:58:30
77,0,NULL,NULL,1,18,17,2,2022-09-18 15:07:57,2022-09-18 15:07:57
78,0,NULL,NULL,1,18,18,2,2022-09-18 15:07:57,2022-09-18 15:07:57
79,1,NULL,NULL,1,18,19,2,2022-09-18 15:07:57,2022-09-18 15:07:57
80,NULL,NULL,NULL,1,18,20,2,2022-09-18 15:07:57,2022-09-18 15:07:57
81,1,NULL,NULL,1,18,21,2,2022-09-18 15:07:57,2022-09-18 15:07:57
83,1,NULL,NULL,1,18,3,2,2022-09-18 15:07:57,2022-09-18 15:07:57
84,NULL,NULL,NULL,1,18,4,2,2022-09-18 15:07:57,2022-09-18 15:07:57
85,0,NULL,NULL,1,19,17,2,2022-09-18 15:09:41,2022-09-18 15:09:41
86,0,NULL,NULL,1,19,18,2,2022-09-18 15:09:41,2022-09-18 15:09:41
87,1,NULL,NULL,1,19,19,2,2022-09-18 15:09:41,2022-09-18 15:09:41
88,1,NULL,NULL,1,19,20,2,2022-09-18 15:09:41,2022-09-18 15:09:41
89,NULL,NULL,NULL,1,19,21,2,2022-09-18 15:09:41,2022-09-18 15:09:41
91,NULL,NULL,NULL,1,19,3,2,2022-09-18 15:09:41,2022-09-18 15:09:41
92,NULL,NULL,NULL,1,19,4,2,2022-09-18 15:09:41,2022-09-18 15:09:41
93,NULL,NULL,NULL,1,20,17,2,2022-09-18 15:37:41,2022-09-18 15:37:41
94,NULL,NULL,NULL,1,20,18,2,2022-09-18 15:37:41,2022-09-18 15:37:41
95,NULL,NULL,NULL,1,20,19,2,2022-09-18 15:37:41,2022-09-18 15:37:41
96,NULL,NULL,NULL,1,20,20,2,2022-09-18 15:37:41,2022-09-18 15:37:41
97,NULL,NULL,NULL,1,20,21,2,2022-09-18 15:37:41,2022-09-18 15:37:41
99,NULL,NULL,NULL,1,20,3,2,2022-09-18 15:37:41,2022-09-18 15:37:41
100,NULL,NULL,NULL,1,20,4,2,2022-09-18 15:37:41,2022-09-18 15:37:41
101,1,NULL,NULL,1,11,7,4,2022-10-11 13:04:01,2022-10-11 13:04:01
102,NULL,NULL,NULL,1,11,8,4,2022-10-11 13:04:01,2022-10-11 13:04:01
103,1,NULL,NULL,1,11,9,5,2022-10-11 13:05:37,2022-10-11 13:05:37
104,NULL,latihan lagi,NULL,1,11,10,5,2022-10-11 13:05:38,2022-10-11 13:05:38
105,1,NULL,NULL,1,11,11,6,2022-10-11 13:07:29,2022-10-11 13:07:29
106,NULL,NULL,NULL,1,11,12,6,2022-10-11 13:07:29,2022-10-11 13:07:29
107,1,NULL,NULL,1,11,13,7,2022-10-11 13:09:18,2022-10-11 13:09:18
108,NULL,berhasil,NULL,1,11,14,7,2022-10-11 13:09:18,2022-10-11 13:09:18
109,1,NULL,NULL,1,11,15,8,2022-10-11 13:10:16,2022-10-11 13:10:16
110,NULL,gagal,NULL,1,11,16,8,2022-10-11 13:10:16,2022-10-11 13:10:16
111,1,NULL,NULL,1,97,17,2,2022-10-12 9:11:35,2022-10-12 9:11:35
112,1,NULL,NULL,1,97,18,2,2022-10-12 9:11:35,2022-10-12 9:11:35
113,1,NULL,NULL,1,97,19,2,2022-10-12 9:11:35,2022-10-12 9:11:35
114,1,NULL,NULL,1,97,20,2,2022-10-12 9:11:35,2022-10-12 9:11:35
115,1,NULL,NULL,1,97,21,2,2022-10-12 9:11:35,2022-10-12 9:11:35
116,1,NULL,NULL,1,97,31,2,2022-10-12 9:11:35,2022-10-12 9:11:35
119,1,NULL,tetap sabar walau masalah terus datang 😊,1,97,3,2,2022-10-12 9:11:35,2022-10-12 9:11:35
120,NULL,karena semua nya sudah dibawah dengan Doa dan tetap tenang krna Tuhan beserta ku😇,NULL,1,97,4,2,2022-10-12 9:11:35,2022-10-12 9:11:35
121,1,NULL,NULL,1,55,17,2,2022-10-12 9:12:00,2022-10-12 9:12:00
122,1,NULL,NULL,1,55,18,2,2022-10-12 9:12:00,2022-10-12 9:12:00
123,0,NULL,NULL,1,55,19,2,2022-10-12 9:12:00,2022-10-12 9:12:00
124,1,NULL,NULL,1,55,20,2,2022-10-12 9:12:00,2022-10-12 9:12:00
125,0,NULL,NULL,1,55,21,2,2022-10-12 9:12:00,2022-10-12 9:12:00
126,1,NULL,NULL,1,55,31,2,2022-10-12 9:12:00,2022-10-12 9:12:00
129,1,NULL,apakah kita dapat mengendalikan emosi kita ketika menghadapi sesuatu,1,55,3,2,2022-10-12 9:12:00,2022-10-12 9:12:00
130,NULL,selalu mencoba dan sabar,NULL,1,55,4,2,2022-10-12 9:12:00,2022-10-12 9:12:00
131,1,NULL,NULL,1,55,17,2,2022-10-12 9:12:00,2022-10-12 9:12:00
132,1,NULL,NULL,1,55,18,2,2022-10-12 9:12:00,2022-10-12 9:12:00
133,0,NULL,NULL,1,55,19,2,2022-10-12 9:12:00,2022-10-12 9:12:00
134,1,NULL,NULL,1,55,20,2,2022-10-12 9:12:00,2022-10-12 9:12:00
135,0,NULL,NULL,1,55,21,2,2022-10-12 9:12:00,2022-10-12 9:12:00
136,1,NULL,NULL,1,55,31,2,2022-10-12 9:12:00,2022-10-12 9:12:00
139,1,NULL,apakah kita dapat mengendalikan emosi kita ketika menghadapi sesuatu,1,55,3,2,2022-10-12 9:12:00,2022-10-12 9:12:00
140,NULL,selalu mencoba dan sabar,NULL,1,55,4,2,2022-10-12 9:12:00,2022-10-12 9:12:00
141,1,NULL,NULL,1,59,17,2,2022-10-12 9:13:21,2022-10-12 9:13:21
142,1,NULL,NULL,1,59,18,2,2022-10-12 9:13:21,2022-10-12 9:13:21
143,1,NULL,NULL,1,59,19,2,2022-10-12 9:13:21,2022-10-12 9:13:21
144,1,NULL,NULL,1,59,20,2,2022-10-12 9:13:21,2022-10-12 9:13:21
145,1,NULL,NULL,1,59,21,2,2022-10-12 9:13:21,2022-10-12 9:13:21
146,1,NULL,NULL,1,59,31,2,2022-10-12 9:13:21,2022-10-12 9:13:21
148,1,NULL,NULL,1,59,3,2,2022-10-12 9:13:21,2022-10-12 9:13:21
150,NULL,Karena dilatih dan tidak melakukan tindakan pelanggaran,NULL,1,59,4,2,2022-10-12 9:13:21,2022-10-12 9:13:21
151,1,NULL,NULL,1,91,17,2,2022-10-12 9:19:33,2022-10-12 9:19:33
152,1,NULL,NULL,1,91,18,2,2022-10-12 9:19:33,2022-10-12 9:19:33
153,0,NULL,NULL,1,91,19,2,2022-10-12 9:19:33,2022-10-12 9:19:33
154,1,NULL,NULL,1,91,20,2,2022-10-12 9:19:33,2022-10-12 9:19:33
155,1,NULL,NULL,1,91,21,2,2022-10-12 9:19:33,2022-10-12 9:19:33
156,0,NULL,NULL,1,91,31,2,2022-10-12 9:19:33,2022-10-12 9:19:33
158,NULL,NULL,NULL,1,91,3,2,2022-10-12 9:19:33,2022-10-12 9:19:33
160,NULL,tidak begitu berhasil tapi ya ada lah 65% murah hati,NULL,1,91,4,2,2022-10-12 9:19:33,2022-10-12 9:19:33
161,1,NULL,NULL,1,83,17,2,2022-10-12 9:33:20,2022-10-12 9:33:20
162,1,NULL,NULL,1,83,18,2,2022-10-12 9:33:20,2022-10-12 9:33:20
163,0,NULL,NULL,1,83,19,2,2022-10-12 9:33:20,2022-10-12 9:33:20
164,1,NULL,NULL,1,83,20,2,2022-10-12 9:33:20,2022-10-12 9:33:20
165,1,NULL,NULL,1,83,21,2,2022-10-12 9:33:20,2022-10-12 9:33:20
166,0,NULL,NULL,1,83,31,2,2022-10-12 9:33:20,2022-10-12 9:33:20
168,NULL,NULL,NULL,1,83,3,2,2022-10-12 9:33:20,2022-10-12 9:33:20
170,NULL,karna berusaha,NULL,1,83,4,2,2022-10-12 9:33:20,2022-10-12 9:33:20
171,1,NULL,apakah kamu sudah sabar hari ini?,1,83,5,3,2022-10-12 9:35:29,2022-10-12 9:35:29
172,NULL,karena berusaha,NULL,1,83,6,3,2022-10-12 9:35:29,2022-10-12 9:35:29
173,1,NULL,mengapa sulit menahan godaan?,1,83,7,4,2022-10-12 9:38:09,2022-10-12 9:38:09
174,NULL,karena berusaha,NULL,1,83,8,4,2022-10-12 9:38:09,2022-10-12 9:38:09
175,1,NULL,NULL,1,80,17,2,2022-10-12 9:39:09,2022-10-12 9:39:09
176,0,NULL,NULL,1,80,18,2,2022-10-12 9:39:09,2022-10-12 9:39:09
177,1,NULL,NULL,1,80,19,2,2022-10-12 9:39:09,2022-10-12 9:39:09
178,0,NULL,NULL,1,80,20,2,2022-10-12 9:39:09,2022-10-12 9:39:09
179,1,NULL,NULL,1,80,21,2,2022-10-12 9:39:09,2022-10-12 9:39:09
180,1,NULL,NULL,1,80,31,2,2022-10-12 9:39:09,2022-10-12 9:39:09
182,1,NULL,NULL,1,80,3,2,2022-10-12 9:39:09,2022-10-12 9:39:09
184,NULL,Karena sudah memiliki keyakinan yang lebih kuat setelah berdoa,NULL,1,80,4,2,2022-10-12 9:39:09,2022-10-12 9:39:09
185,1,NULL,NULL,1,60,17,2,2022-10-12 9:40:00,2022-10-12 9:40:00
186,0,NULL,NULL,1,60,18,2,2022-10-12 9:40:00,2022-10-12 9:40:00
187,0,NULL,NULL,1,60,19,2,2022-10-12 9:40:00,2022-10-12 9:40:00
188,0,NULL,NULL,1,60,20,2,2022-10-12 9:40:00,2022-10-12 9:40:00
189,0,NULL,NULL,1,60,21,2,2022-10-12 9:40:00,2022-10-12 9:40:00
190,1,NULL,NULL,1,60,31,2,2022-10-12 9:40:00,2022-10-12 9:40:00
192,1,NULL,NULL,1,60,3,2,2022-10-12 9:40:00,2022-10-12 9:40:00
194,NULL,karena kita berpikir demikian,NULL,1,60,4,2,2022-10-12 9:40:00,2022-10-12 9:40:00
195,1,NULL,NULL,1,66,17,2,2022-10-12 9:40:48,2022-10-12 9:40:48
196,1,NULL,NULL,1,66,18,2,2022-10-12 9:40:48,2022-10-12 9:40:48
197,1,NULL,NULL,1,66,19,2,2022-10-12 9:40:48,2022-10-12 9:40:48
198,0,NULL,NULL,1,66,20,2,2022-10-12 9:40:48,2022-10-12 9:40:48
199,1,NULL,NULL,1,66,21,2,2022-10-12 9:40:48,2022-10-12 9:40:48
200,1,NULL,NULL,1,66,31,2,2022-10-12 9:40:48,2022-10-12 9:40:48
202,1,NULL,NULL,1,66,3,2,2022-10-12 9:40:48,2022-10-12 9:40:48
204,NULL,Karena selalu dicoba dan diterapkan sikap pasti bisa.,NULL,1,66,4,2,2022-10-12 9:40:48,2022-10-12 9:40:48
205,1,NULL,NULL,1,132,17,2,2022-10-12 9:44:27,2022-10-12 9:44:27
206,1,NULL,NULL,1,132,18,2,2022-10-12 9:44:27,2022-10-12 9:44:27
207,1,NULL,NULL,1,132,19,2,2022-10-12 9:44:27,2022-10-12 9:44:27
208,1,NULL,NULL,1,132,20,2,2022-10-12 9:44:27,2022-10-12 9:44:27
209,1,NULL,NULL,1,132,21,2,2022-10-12 9:44:27,2022-10-12 9:44:27
210,1,NULL,NULL,1,132,31,2,2022-10-12 9:44:27,2022-10-12 9:44:27
212,1,NULL,NULL,1,132,3,2,2022-10-12 9:44:27,2022-10-12 9:44:27
214,NULL,NULL,NULL,1,132,4,2,2022-10-12 9:44:27,2022-10-12 9:44:27
215,1,NULL,NULL,1,82,17,2,2022-10-12 9:48:14,2022-10-12 9:48:14
216,1,NULL,NULL,1,82,18,2,2022-10-12 9:48:14,2022-10-12 9:48:14
217,1,NULL,NULL,1,82,19,2,2022-10-12 9:48:14,2022-10-12 9:48:14
218,1,NULL,NULL,1,82,20,2,2022-10-12 9:48:14,2022-10-12 9:48:14
219,1,NULL,NULL,1,82,21,2,2022-10-12 9:48:14,2022-10-12 9:48:14
220,1,NULL,NULL,1,82,31,2,2022-10-12 9:48:14,2022-10-12 9:48:14
222,1,NULL,NULL,1,82,3,2,2022-10-12 9:48:14,2022-10-12 9:48:14
224,NULL,NULL,NULL,1,82,4,2,2022-10-12 9:48:14,2022-10-12 9:48:14
225,1,NULL,NULL,1,132,5,3,2022-10-12 9:49:22,2022-10-12 9:49:22
226,NULL,NULL,NULL,1,132,6,3,2022-10-12 9:49:22,2022-10-12 9:49:22
227,1,NULL,NULL,1,108,17,2,2022-10-12 9:49:27,2022-10-12 9:49:27
228,1,NULL,NULL,1,108,18,2,2022-10-12 9:49:27,2022-10-12 9:49:27
229,1,NULL,NULL,1,108,19,2,2022-10-12 9:49:27,2022-10-12 9:49:27
230,0,NULL,NULL,1,108,20,2,2022-10-12 9:49:27,2022-10-12 9:49:27
231,1,NULL,NULL,1,108,21,2,2022-10-12 9:49:27,2022-10-12 9:49:27
232,1,NULL,NULL,1,108,31,2,2022-10-12 9:49:27,2022-10-12 9:49:27
234,1,NULL,NULL,1,108,3,2,2022-10-12 9:49:27,2022-10-12 9:49:27
236,NULL,selalu melatih diri untuk menjadi lebih baik,NULL,1,108,4,2,2022-10-12 9:49:27,2022-10-12 9:49:27
237,1,NULL,NULL,1,108,17,2,2022-10-12 9:49:27,2022-10-12 9:49:27
238,1,NULL,NULL,1,108,18,2,2022-10-12 9:49:27,2022-10-12 9:49:27
239,1,NULL,NULL,1,108,19,2,2022-10-12 9:49:27,2022-10-12 9:49:27
240,0,NULL,NULL,1,108,20,2,2022-10-12 9:49:27,2022-10-12 9:49:27
241,1,NULL,NULL,1,108,21,2,2022-10-12 9:49:27,2022-10-12 9:49:27
242,1,NULL,NULL,1,108,31,2,2022-10-12 9:49:27,2022-10-12 9:49:27
244,1,NULL,NULL,1,108,3,2,2022-10-12 9:49:27,2022-10-12 9:49:27
246,NULL,selalu melatih diri untuk menjadi lebih baik,NULL,1,108,4,2,2022-10-12 9:49:27,2022-10-12 9:49:27
247,1,NULL,NULL,1,108,17,2,2022-10-12 9:49:28,2022-10-12 9:49:28
248,1,NULL,NULL,1,108,18,2,2022-10-12 9:49:28,2022-10-12 9:49:28
249,1,NULL,NULL,1,108,19,2,2022-10-12 9:49:28,2022-10-12 9:49:28
250,0,NULL,NULL,1,108,20,2,2022-10-12 9:49:28,2022-10-12 9:49:28
251,1,NULL,NULL,1,108,21,2,2022-10-12 9:49:28,2022-10-12 9:49:28
252,1,NULL,NULL,1,108,31,2,2022-10-12 9:49:28,2022-10-12 9:49:28
254,1,NULL,NULL,1,108,3,2,2022-10-12 9:49:28,2022-10-12 9:49:28
256,NULL,selalu melatih diri untuk menjadi lebih baik,NULL,1,108,4,2,2022-10-12 9:49:28,2022-10-12 9:49:28
257,1,NULL,NULL,1,79,17,2,2022-10-12 9:49:45,2022-10-12 9:49:45
258,1,NULL,NULL,1,79,18,2,2022-10-12 9:49:45,2022-10-12 9:49:45
259,1,NULL,NULL,1,79,19,2,2022-10-12 9:49:45,2022-10-12 9:49:45
260,1,NULL,NULL,1,79,20,2,2022-10-12 9:49:45,2022-10-12 9:49:45
261,1,NULL,NULL,1,79,21,2,2022-10-12 9:49:45,2022-10-12 9:49:45
262,1,NULL,NULL,1,79,31,2,2022-10-12 9:49:45,2022-10-12 9:49:45
264,1,NULL,NULL,1,79,3,2,2022-10-12 9:49:45,2022-10-12 9:49:45
266,NULL,Dengan mengikuti percobaan/tantangan dengan sabar dalam melakukan tindakan atau ketika ada masalah yang saya hadapi,NULL,1,79,4,2,2022-10-12 9:49:45,2022-10-12 9:49:45
267,1,NULL,NULL,1,63,17,2,2022-10-12 9:50:22,2022-10-12 9:50:22
268,0,NULL,NULL,1,63,18,2,2022-10-12 9:50:22,2022-10-12 9:50:22
269,0,NULL,NULL,1,63,19,2,2022-10-12 9:50:22,2022-10-12 9:50:22
270,1,NULL,NULL,1,63,20,2,2022-10-12 9:50:22,2022-10-12 9:50:22
271,0,NULL,NULL,1,63,21,2,2022-10-12 9:50:22,2022-10-12 9:50:22
272,1,NULL,NULL,1,63,31,2,2022-10-12 9:50:22,2022-10-12 9:50:22
274,1,NULL,NULL,1,63,3,2,2022-10-12 9:50:22,2022-10-12 9:50:22
276,NULL,karena saya sudah lumayan baik mengontrol diri,NULL,1,63,4,2,2022-10-12 9:50:22,2022-10-12 9:50:22
277,1,NULL,NULL,1,53,17,2,2022-10-12 9:50:40,2022-10-12 9:50:40
278,0,NULL,NULL,1,53,18,2,2022-10-12 9:50:40,2022-10-12 9:50:40
279,0,NULL,NULL,1,53,19,2,2022-10-12 9:50:40,2022-10-12 9:50:40
280,0,NULL,NULL,1,53,20,2,2022-10-12 9:50:40,2022-10-12 9:50:40
281,0,NULL,NULL,1,53,21,2,2022-10-12 9:50:40,2022-10-12 9:50:40
282,0,NULL,NULL,1,53,31,2,2022-10-12 9:50:40,2022-10-12 9:50:40
284,1,NULL,NULL,1,53,3,2,2022-10-12 9:50:40,2022-10-12 9:50:40
286,NULL,Karena saya belum bisa mengontrol emosi saya dengan baik.,NULL,1,53,4,2,2022-10-12 9:50:40,2022-10-12 9:50:40
287,0,NULL,NULL,1,77,17,2,2022-10-12 9:52:14,2022-10-12 9:52:14
288,1,NULL,NULL,1,77,18,2,2022-10-12 9:52:14,2022-10-12 9:52:14
289,1,NULL,NULL,1,77,19,2,2022-10-12 9:52:14,2022-10-12 9:52:14
290,1,NULL,NULL,1,77,20,2,2022-10-12 9:52:14,2022-10-12 9:52:14
291,0,NULL,NULL,1,77,21,2,2022-10-12 9:52:14,2022-10-12 9:52:14
292,0,NULL,NULL,1,77,31,2,2022-10-12 9:52:14,2022-10-12 9:52:14
294,1,NULL,NULL,1,77,3,2,2022-10-12 9:52:14,2022-10-12 9:52:14
296,NULL,NULL,NULL,1,77,4,2,2022-10-12 9:52:14,2022-10-12 9:52:14
297,1,NULL,selalu memberi kepada orang yang membutuhkan,1,108,5,3,2022-10-12 9:53:33,2022-10-12 9:53:33
298,NULL,selalu di ajarkan agar membagi sebagian rejeki kepada orang lain,NULL,1,108,6,3,2022-10-12 9:53:33,2022-10-12 9:53:33
299,1,NULL,selalu memberi kepada orang yang membutuhkan,1,108,5,3,2022-10-12 9:53:33,2022-10-12 9:53:33
300,NULL,selalu di ajarkan agar membagi sebagian rejeki kepada orang lain,NULL,1,108,6,3,2022-10-12 9:53:33,2022-10-12 9:53:33
301,1,NULL,selalu memberi kepada orang yang membutuhkan,1,108,5,3,2022-10-12 9:53:34,2022-10-12 9:53:34
302,NULL,selalu di ajarkan agar membagi sebagian rejeki kepada orang lain,NULL,1,108,6,3,2022-10-12 9:53:34,2022-10-12 9:53:34
303,1,NULL,NULL,1,96,17,2,2022-10-12 9:54:14,2022-10-12 9:54:14
304,0,NULL,NULL,1,96,18,2,2022-10-12 9:54:14,2022-10-12 9:54:14
305,1,NULL,NULL,1,96,19,2,2022-10-12 9:54:14,2022-10-12 9:54:14
306,1,NULL,NULL,1,96,20,2,2022-10-12 9:54:14,2022-10-12 9:54:14
307,0,NULL,NULL,1,96,21,2,2022-10-12 9:54:14,2022-10-12 9:54:14
308,0,NULL,NULL,1,96,31,2,2022-10-12 9:54:14,2022-10-12 9:54:14
310,0,NULL,NULL,1,96,3,2,2022-10-12 9:54:14,2022-10-12 9:54:14
312,NULL,karena udah berulang kali di coba dan terus mencoba tetapi gagal,NULL,1,96,4,2,2022-10-12 9:54:14,2022-10-12 9:54:14
313,1,NULL,NULL,1,104,17,2,2022-10-12 9:56:32,2022-10-12 9:56:32
314,1,NULL,NULL,1,104,18,2,2022-10-12 9:56:32,2022-10-12 9:56:32
315,1,NULL,NULL,1,104,19,2,2022-10-12 9:56:32,2022-10-12 9:56:32
316,1,NULL,NULL,1,104,20,2,2022-10-12 9:56:32,2022-10-12 9:56:32
317,1,NULL,NULL,1,104,21,2,2022-10-12 9:56:32,2022-10-12 9:56:32
318,1,NULL,NULL,1,104,31,2,2022-10-12 9:56:32,2022-10-12 9:56:32
320,1,NULL,NULL,1,104,3,2,2022-10-12 9:56:32,2022-10-12 9:56:32
322,NULL,karena sedang malas mengeluarkan emosi,NULL,1,104,4,2,2022-10-12 9:56:32,2022-10-12 9:56:32
323,1,NULL,apakah kamu sudah dengan ikhlas menolong orang,1,63,5,3,2022-10-12 9:58:55,2022-10-12 9:58:55
324,NULL,karena saya ikhlas,NULL,1,63,6,3,2022-10-12 9:58:55,2022-10-12 9:58:55
325,1,NULL,Apakah kamu bisa membantu temanmu yang kesulitan dengan sabar?,1,53,5,3,2022-10-12 9:59:43,2022-10-12 9:59:43
326,NULL,Karena saya ingin teman saya terbantu dengan bantuan saya dan tidak merasa kesulitan lagi.,NULL,1,53,6,3,2022-10-12 9:59:43,2022-10-12 9:59:43
327,1,NULL,apakah ketika seseorang membutuhkan bantuan kita mau membantunya,1,55,5,3,2022-10-12 9:59:49,2022-10-12 9:59:49
328,NULL,selalu mencoba terus,NULL,1,55,6,3,2022-10-12 9:59:49,2022-10-12 9:59:49
329,1,NULL,NULL,1,72,17,2,2022-10-12 10:03:55,2022-10-12 10:03:55
330,1,NULL,NULL,1,72,18,2,2022-10-12 10:03:55,2022-10-12 10:03:55
331,0,NULL,NULL,1,72,19,2,2022-10-12 10:03:55,2022-10-12 10:03:55
332,0,NULL,NULL,1,72,20,2,2022-10-12 10:03:55,2022-10-12 10:03:55
333,1,NULL,NULL,1,72,21,2,2022-10-12 10:03:55,2022-10-12 10:03:55
334,1,NULL,NULL,1,72,31,2,2022-10-12 10:03:55,2022-10-12 10:03:55
336,1,NULL,NULL,1,72,3,2,2022-10-12 10:03:55,2022-10-12 10:03:55
338,NULL,karena percaya diri sendiri,NULL,1,72,4,2,2022-10-12 10:03:55,2022-10-12 10:03:55
